destination_code,destination_sub_district,destination_district,origin_district,species_type,number,weekly_volume
D-BKS-055,CIKARANG SELATAN,BEKASI,KARAWANG,DU,100,400
D-BKS-055,CIKARANG SELATAN,BEKASI,BOGOR,BR,500,3500
D-BKS-013,CIBARUSAH,BEKASI,BEKASI,BR,100,700
D-BKS-014,CIBARUSAH,BEKASI,SUBANG,BR,300,2100
D-BKS-017,CIBARUSAH,BEKASI,CIAMIS,BR,1800,5400
D-BKS-017,CIBARUSAH,BEKASI,TASIKMALAYA,BR,1500,6000
M-TGR-038,JATI UWUNG,KOTA TANGERANG,TANGERANG,BR,1500,1500
M-TGR-038,JATI UWUNG,KOTA TANGERANG,SERANG,BR,2000,2000
M-TGR-038,JATI UWUNG,KOTA TANGERANG,TANGERANG,BR,1500,1500
M-TGR-003,CIPONDOH,KOTA TANGERANG,KOTA TANGERANG,AK,7,14
M-TGR-003,CIPONDOH,KOTA TANGERANG,TANGERANG,DU,7,14
M-TGR-003,CIPONDOH,KOTA TANGERANG,KOTA TANGERANG,BR,30,30
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,7000,28000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,7000,14000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,7000,7000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,SUBANG,LA,1000,4000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA SURABAYA,LA,1000,2000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,LA,1000,1000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIANJUR,LA,750,3000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,SUKABUMI,LA,750,2250
D-TGR-063,TIGARAKSA,TANGERANG,LEBAK,BR,1500,1500
D-TGR-063,TIGARAKSA,TANGERANG,TANGERANG,BR,1500,1500
D-TGR-063,TIGARAKSA,TANGERANG,SERANG,BR,1500,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,3000,9000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,3000,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,6000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,1500,7500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,4500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,4500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TEGAL,BR,1500,4500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1500,4500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,3000
D-BKS-059,CIBARUSAH,BEKASI,BOGOR,BR,150,1050
M-BKS-044,BEKASI SELATAN,KOTA BEKASI,MAJALENGKA,BR,1500,10500
D-BKS-053,CIKARANG PUSAT,BEKASI,KARAWANG,BR,40,120
M-BKS-051,BEKASI UTARA,KOTA BEKASI,KARAWANG,BR,3500,10500
M-BKS-051,BEKASI UTARA,KOTA BEKASI,TASIKMALAYA,BR,3500,3500
M-BKS-051,BEKASI UTARA,KOTA BEKASI,SUBANG,BR,3500,3500
M-BKS-051,BEKASI UTARA,KOTA BEKASI,BOGOR,BR,3500,1750
M-BKS-051,BEKASI UTARA,KOTA BEKASI,TANGERANG,BR,3500,1750
M-BKS-051,BEKASI UTARA,KOTA BEKASI,BANDUNG,BR,3500,1750
M-BKS-051,BEKASI UTARA,KOTA BEKASI,INDRAMAYU,BR,3500,1750
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,4000,8000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,4000,12000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,4000,8000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2000,8000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SEMARANG,BR,2000,6000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,6000,24000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SEMARANG,BR,6000,12000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,6000,6000
D-BGR-190,TENJO,BOGOR,BOGOR,BR,200,400
D-BGR-190,TENJO,BOGOR,TANGERANG,LA,300,600
D-BGR-223,PARUNG PANJANG,BOGOR,TANGERANG,BR,70,490
D-BGR-223,PARUNG PANJANG,BOGOR,BOGOR,BR,30,210
D-BGR-212,CISEENG,BOGOR,SUKABUMI,BR,1000,3000
D-BGR-212,CISEENG,BOGOR,SERANG,BR,1000,2000
D-BGR-212,CISEENG,BOGOR,BOGOR,BR,1000,2000
M-BKS-038,BANTARGEBANG,KOTA BEKASI,SUBANG,BR,60,210
M-BKS-038,BANTARGEBANG,KOTA BEKASI,KARAWANG,BR,60,210
D-BKS-061,CIKARANG TIMUR,BEKASI,KARAWANG,AK,,
D-BKS-061,CIKARANG TIMUR,BEKASI,KARAWANG,LA,150,1050
D-BKS-053,CIKARANG PUSAT,BEKASI,SUKABUMI,LA,400,800
D-BGR-233,CILEUNGSI,BOGOR,BOGOR,BR,1500,2250
D-BGR-233,CILEUNGSI,BOGOR,PURWAKARTA,BR,1500,2250
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1800,2700
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1800,2700
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1800,7200
D-BGR-129,CILEUNGSI,BOGOR,PURWAKARTA,BR,800,2800
D-BGR-129,CILEUNGSI,BOGOR,CIANJUR,BR,800,2800
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,2500,17500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2500,17500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2500,17500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1800,12600
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,2000,14000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIANJUR,BR,2000,14000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,2100,14700
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2100,14700
D-TGR-060,LEGOK,TANGERANG,TANGERANG,BR,1000,4000
D-TGR-060,LEGOK,TANGERANG,SERANG,BR,1000,2000
D-TGR-060,LEGOK,TANGERANG,KOTA SUKABUMI,BR,1000,1000
D-BGR-197,CISARUA,BOGOR,CIANJUR,BR,200,1400
D-TGR-029,KELAPA DUA,TANGERANG,SUBANG,BR,500,1750
D-TGR-029,KELAPA DUA,TANGERANG,TANGERANG,BR,500,1750
D-BGR-197,CISARUA,BOGOR,CIANJUR,BR,25,175
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,1800,7200
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1800,5400
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,4500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,1500,4500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,1500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SUBANG,BR,5000,20000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,5000,10000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,5000,5000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,6000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,1500,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,1500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,5000,20000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,5000,15000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,2000,6000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2000,4000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,2000,4000
D-BGR-078,SUKAMAKMUR,BOGOR,BOGOR,AK,30,210
D-BGR-063,TANJUNGSARI,BOGOR,BOGOR,AK,5,35
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,2500,2500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,2500,7500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2500,5000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANYUMAS,BR,2500,2500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SEMARANG,BR,2500,2500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SUKABUMI,BR,3000,9000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,3000,6000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,3000,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KEDIRI,BR,3000,3000
D-TGR-215,TELUKNAGA,TANGERANG,BOGOR,BR,1000,2333,333
D-TGR-215,TELUKNAGA,TANGERANG,SERANG,BR,1000,2333,333
D-TGR-215,TELUKNAGA,TANGERANG,TANGERANG,BR,1000,2333,333
D-BGR-228,CIOMAS,BOGOR,BOGOR,BR,30,30
D-BGR-228,CIOMAS,BOGOR,BOGOR,BR,30,30
D-BGR-049,CIAMPEA,BOGOR,BOGOR,AK,100,700
D-BGR-049,CIAMPEA,BOGOR,BOGOR,DU,70,210
D-BGR-049,CIAMPEA,BOGOR,SUKABUMI,BR,100,200
D-BGR-049,CIAMPEA,BOGOR,BOGOR,BR,100,200
D-BGR-049,CIAMPEA,BOGOR,BOGOR,BR,100,300
D-BGR-225,CIOMAS,BOGOR,BOGOR,BR,400,1200
D-BGR-225,CIOMAS,BOGOR,SUKABUMI,BR,400,800
D-BGR-225,CIOMAS,BOGOR,BOGOR,BR,400,400
D-BGR-225,CIOMAS,BOGOR,BOGOR,BR,400,400
D-BGR-181,PAMIJAHAN,BOGOR,BOGOR,BR,100,200
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1600,4800
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1600,3200
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,1600,3200
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SUKABUMI,BR,800,3200
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BOGOR,BR,800,533,33336
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,800,533,33336
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,800,533,33336
D-BGR-197,CISARUA,BOGOR,BOGOR,AK,1,7
D-BGR-197,CISARUA,BOGOR,BOGOR,LA,5,35
D-BGR-066,TANJUNGSARI,BOGOR,BOGOR,AK,15,105
D-BGR-064,TANJUNGSARI,BOGOR,CIANJUR,AK,80,560
D-BGR-064,TANJUNGSARI,BOGOR,BOGOR,AK,5,35
D-BGR-064,TANJUNGSARI,BOGOR,BOGOR,AK,15,105
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,2000,10000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2000,4000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SUBANG,BR,1500,6000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,INDRAMAYU,BR,1500,4500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,3000,12000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,LAMPUNG BARAT,BR,3000,9000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,2000,10000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,LAMPUNG BARAT,BR,2000,4000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,SUKABUMI,LA,800,2400
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BOGOR,LA,800,3200
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BREBES,LA,200,200
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,LA,200,200
D-TGR-006,TELUKNAGA,TANGERANG,TANGERANG,AK,15,105
D-TGR-006,TELUKNAGA,TANGERANG,TANGERANG,DU,20,140
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,40,280
D-TGR-002,TELUKNAGA,TANGERANG,KOTA TANGERANG,AK,40,280
D-TGR-213,TELUKNAGA,TANGERANG,SERANG,BR,1000,3500
D-TGR-213,TELUKNAGA,TANGERANG,BOGOR,BR,1000,3500
D-TGR-214,TELUKNAGA,TANGERANG,TANGERANG,BR,500,2500
D-TGR-214,TELUKNAGA,TANGERANG,SERANG,BR,500,1000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,PURWAKARTA,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,PURWAKARTA,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA SURAKARTA,AK,650,650
D-TGR-023,RAJEG,TANGERANG,TANGERANG,BR,750,750
D-TGR-023,RAJEG,TANGERANG,KOTA TANGERANG,BR,500,3500
D-TGR-023,RAJEG,TANGERANG,TANGERANG,BR,500,1000
D-TGR-051,CIKUPA,TANGERANG,SERANG,BR,600,900
D-TGR-051,CIKUPA,TANGERANG,TANGERANG,BR,600,900
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,10,70
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,10,70
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,10,70
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,10,70
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,10,70
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,10,70
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,5,35
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,5,35
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,5,35
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,5,35
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,5,35
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,5,35
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,5,35
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,5,35
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,10,70
D-TGR-002,TELUKNAGA,TANGERANG,TANGERANG,AK,10,70
D-TGR-022,RAJEG,TANGERANG,BOGOR,BR,1400,3266,6662
D-TGR-022,RAJEG,TANGERANG,SERANG,BR,1400,3266,6662
D-TGR-022,RAJEG,TANGERANG,TANGERANG,BR,1400,3266,6662
D-TGR-216,RAJEG,TANGERANG,TANGERANG,BR,300,2100
D-TGR-216,RAJEG,TANGERANG,TANGERANG,BR,200,1400
D-TGR-216,RAJEG,TANGERANG,SERANG,BR,300,2100
M-TGR-074,BATUCEPER,KOTA TANGERANG,JAKARTA BARAT,BR,150,1050
M-TGR-074,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,BR,5,35
M-TGR-074,BATUCEPER,KOTA TANGERANG,,,,
M-TGR-074,BATUCEPER,KOTA TANGERANG,JAKARTA BARAT,BR,150,1050
M-TGR-074,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,BR,5,35
M-TGR-074,BATUCEPER,KOTA TANGERANG,,,,
M-TGR-074,BATUCEPER,KOTA TANGERANG,TANGERANG,DU,10,70
M-TGR-074,BATUCEPER,KOTA TANGERANG,TANGERANG,DU,10,70
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA TASIKMALAYA,BR,3000,9000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TANGERANG,BR,3000,3000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIANJUR,BR,3000,6000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TANGERANG,BR,3000,6000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BOGOR,BR,3000,6000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,3000,3000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,125,125
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BOGOR,BR,500,2000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,SUKABUMI,BR,500,1500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SUBANG,BR,3000,6999,999
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIANJUR,BR,3000,6999,999
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SUKABUMI,BR,3000,6999,999
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,2500,17500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2500,17500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2500,17500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KEDIRI,BR,,0
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KEDIRI,AK,300,2100
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KEDIRI,AK,300,2100
D-BGR-070,TANJUNGSARI,BOGOR,CIANJUR,BR,600,2100
D-BGR-070,TANJUNGSARI,BOGOR,SUKABUMI,BR,600,2100
D-TGR-035,SEPATAN,TANGERANG,TANGERANG,BR,500,833,3335
D-TGR-035,SEPATAN,TANGERANG,KOTA CILEGON,BR,500,833,3335
D-TGR-035,SEPATAN,TANGERANG,SUBANG,BR,500,833,3335
D-TGR-040,SEPATAN,TANGERANG,KARAWANG,DU,100,33,33333
D-TGR-040,SEPATAN,TANGERANG,SUKABUMI,DU,100,33,33333
D-TGR-040,SEPATAN,TANGERANG,CIANJUR,DU,100,33,33333
D-TGR-036,SEPATAN,TANGERANG,PANDEGLANG,BR,2000,7000
D-TGR-036,SEPATAN,TANGERANG,BOGOR,BR,2000,7000
D-TGR-061,LEGOK,TANGERANG,BOGOR,BR,500,3500
D-TGR-061,LEGOK,TANGERANG,TANGERANG,BR,300,2100
D-TGR-218,LEGOK,TANGERANG,SERANG,BR,1000,2000
D-TGR-218,LEGOK,TANGERANG,TANGERANG,BR,1000,2000
D-BGR-098,TAJURHALANG,BOGOR,BOGOR,BR,5,5
D-BGR-098,TAJURHALANG,BOGOR,BOGOR,AK,10,10
D-BGR-098,TAJURHALANG,BOGOR,BOGOR,LA,6,6
D-BGR-098,TAJURHALANG,BOGOR,BOGOR,BR,5,5
D-BGR-098,TAJURHALANG,BOGOR,BOGOR,AK,10,10
D-TGR-038,SEPATAN,TANGERANG,TANGERANG,DU,550,3850
D-TGR-038,SEPATAN,TANGERANG,CIREBON,DU,550,1100
D-TGR-212,SEPATAN,TANGERANG,CIANJUR,DU,500,1000
D-TGR-212,SEPATAN,TANGERANG,GARUT,DU,500,1000
D-TGR-212,SEPATAN,TANGERANG,INDRAMAYU,DU,450,450
D-TGR-212,SEPATAN,TANGERANG,KOTA SURABAYA,DU,450,450
D-TGR-212,SEPATAN,TANGERANG,PATI,DU,450,450
D-TGR-212,SEPATAN,TANGERANG,PATI,DU,500,1000
D-TGR-212,SEPATAN,TANGERANG,TANGERANG,DU,500,1000
D-TGR-210,SEPATAN,TANGERANG,KOTA SURAKARTA,LA,625,625
D-TGR-210,SEPATAN,TANGERANG,BOGOR,LA,52,52
D-TGR-210,SEPATAN,TANGERANG,TANGERANG,LA,48,48
D-BGR-058,CARIU,BOGOR,BOGOR,BR,500,3500
D-BGR-079,SUKAMAKMUR,BOGOR,BOGOR,AK,100,233,3333
D-BGR-079,SUKAMAKMUR,BOGOR,KOTA DEPOK,AK,100,233,3333
D-BGR-079,SUKAMAKMUR,BOGOR,BEKASI,AK,100,233,3333
D-BGR-069,TANJUNGSARI,BOGOR,BOGOR,BR,80,560
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA SURAKARTA,AK,675,4725
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TANGERANG,BR,500,2000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BOGOR,BR,500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA SURAKARTA,AK,225,225
D-TGR-205,KEMIRI,TANGERANG,BOGOR,BR,450,1049,99985
D-TGR-205,KEMIRI,TANGERANG,TANGERANG,BR,450,1049,99985
D-TGR-205,KEMIRI,TANGERANG,SERANG,BR,450,1049,99985
D-TGR-205,KEMIRI,TANGERANG,,BR,100,700
D-TGR-205,KEMIRI,TANGERANG,,BR,165,1155
D-TGR-205,KEMIRI,TANGERANG,,BR,85,595
D-TGR-206,KEMIRI,TANGERANG,TANGERANG,BR,150,600
D-TGR-067,KEMIRI,TANGERANG,TANGERANG,AK,5,35
D-TGR-067,KEMIRI,TANGERANG,TANGERANG,DU,5,35
D-TGR-207,PAKUHAJI,TANGERANG,SERANG,BR,500,1750
D-TGR-207,PAKUHAJI,TANGERANG,TANGERANG,BR,500,1750
D-TGR-209,PAKUHAJI,TANGERANG,TANGERANG,BR,600,600
D-TGR-209,PAKUHAJI,TANGERANG,TANGERANG,BR,600,3000
D-TGR-208,PAKUHAJI,TANGERANG,TANGERANG,BR,1000,4000
D-TGR-208,PAKUHAJI,TANGERANG,TANGERANG,BR,1000,3000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA SURAKARTA,AK,150,1050
D-BKS-044,KEDUNGWARINGIN,BEKASI,CIAMIS,BR,5000,11666,665
D-BKS-044,KEDUNGWARINGIN,BEKASI,CIREBON,BR,5000,11666,665
D-BKS-044,KEDUNGWARINGIN,BEKASI,TASIKMALAYA,BR,5000,11666,665
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA SURAKARTA,AK,225,225
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA SURAKARTA,AK,2400,2400
D-TGR-056,KOSAMBI,TANGERANG,TANGERANG,BR,1000,4000
D-TGR-056,KOSAMBI,TANGERANG,TANGERANG,BR,1000,2000
D-TGR-055,KOSAMBI,TANGERANG,KOTA TANGERANG,BR,1000,7000
D-BGR-007,KEMANG,BOGOR,TASIKMALAYA,BR,1000,3000
