origin_code,origin_sub_district,origin_district,destination_code,destination_sub_district,destination_district,species_type,number,weekly_volume
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKS-002,PASAR MINGGU,,BR,300,300
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,2500,17500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,2000,14000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PASAR REBO,,BR,400,400
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKS-022,PASAR MINGGU,,BR,300,300
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,400,400
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKU-030,PADEMANGAN,,BR,300,300
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKU-032,PADEMANGAN,,BR,300,300
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,300,300
D-BGR-078,SUKAMAKMUR,BOGOR,D-BGR-237,CILEUNGSI,,AK,35,35
D-BGR-063,TANJUNGSARI,BOGOR,,CARIU,,AK,20,40
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,1000,1000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,1000,1000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,3000,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKS-022,PASAR MINGGU,,BR,1000,1000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,1000,1000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,TAMBUN SELATAN,,BR,1000,1000
D-BGR-049,CIAMPEA,BOGOR,,CIAMPEA,,AK,15,105
D-BGR-049,CIAMPEA,BOGOR,,CIAMPEA,,DU,10,70
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,BEKASI BARAT,,BR,700,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,600,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,KARAWANG BARAT,,BR,500,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,D-BGR-133,CILEUNGSI,,BR,500,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,300,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,300,
D-BGR-197,CISARUA,BOGOR,,CISARUA,,AK,1,7
D-BGR-197,CISARUA,BOGOR,,CISARUA,,LA,5,35
D-BGR-066,TANJUNGSARI,BOGOR,D-BGR-064,TANJUNGSARI,,AK,15,105
D-BGR-064,TANJUNGSARI,BOGOR,D-BGR-051,JONGGOL,,AK,90,630
D-BGR-064,TANJUNGSARI,BOGOR,,TANJUNGSARI,,AK,10,70
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,7000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,KRAMAT JATI,,BR,1000,7000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,800,5600
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,KRAMAT JATI,,BR,500,3500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,2000,14000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CEMPAKA PUTIH,,BR,1000,7000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1500,10500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CIKARANG BARAT,,BR,500,3500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CIBINONG,,LA,400,400
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,LA,100,100
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,LA,200,200
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,LA,100,100
D-TGR-006,TELUKNAGA,TANGERANG,,TELUKNAGA,,AK,15,105
D-TGR-006,TELUKNAGA,TANGERANG,,TELUKNAGA,,DU,20,140
D-TGR-002,TELUKNAGA,TANGERANG,,KALI DERES,,AK,35,245
D-TGR-002,TELUKNAGA,TANGERANG,,BATUCEPER,,AK,15,105
D-TGR-002,TELUKNAGA,TANGERANG,,TELUKNAGA,,AK,30,210
D-TGR-213,TELUKNAGA,TANGERANG,,TELUKNAGA,,BR,50,350
D-TGR-214,TELUKNAGA,TANGERANG,,TELUKNAGA,,BR,150,1050
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKU-010,CILINCING,,BR,600,600
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,150,150
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKU-010,CILINCING,,BR,600,600
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,150,150
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PENJARINGAN,,AK,250,250
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,AK,30,30
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PENJARINGAN,,AK,250,250
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,AK,40,40
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKU-019,KELAPA GADING,,AK,40,40
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,AK,40,40
D-TGR-023,RAJEG,TANGERANG,,RAJEG,,BR,50,50
D-TGR-023,RAJEG,TANGERANG,,RAJEG,,BR,30,210
D-TGR-002,TELUKNAGA,TANGERANG,,TELUKNAGA,,AK,30,210
D-TGR-002,TELUKNAGA,TANGERANG,,KELAPA DUA,,AK,30,90
D-TGR-002,TELUKNAGA,TANGERANG,,TELUKNAGA,,AK,15,105
D-TGR-002,TELUKNAGA,TANGERANG,M-TGR-035,KARAWACI,,AK,20,80
D-TGR-002,TELUKNAGA,TANGERANG,,NEGLASARI,,AK,20,80
D-TGR-002,TELUKNAGA,TANGERANG,,TELUKNAGA,,AK,10,70
D-TGR-022,RAJEG,TANGERANG,,RAJEG,,BR,200,1400
D-TGR-022,RAJEG,TANGERANG,D-TGR-090,PASARKEMIS,,BR,200,1400
D-TGR-022,RAJEG,TANGERANG,,RAJEG,,BR,900,6300
M-TGR-074,BATUCEPER,KOTA TANGERANG,M-TGR-075,BATUCEPER,,DU,10,70
M-TGR-074,BATUCEPER,KOTA TANGERANG,M-TGR-075,BATUCEPER,,DU,10,70
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,1000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,50,50
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PONDOKGEDE,,BR,300,300
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,150,150
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,BR,1000,1000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1500,1500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,500,500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,BR,100,100
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,200,200
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,200,200
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CIKARANG PUSAT,,BR,300,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKS-022,PASAR MINGGU,,BR,100,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,500,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,800,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,TANAH ABANG,,BR,700,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CIKARANG PUSAT,,BR,300,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,D-BGR-133,CILEUNGSI,,BR,300,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,KARAWANG BARAT,,BR,400,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,150,1050
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,KRAMAT JATI,,AK,150,1050
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CENGKARENG,,AK,100,700
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,150,1050
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CIPAYUNG,,AK,50,350
D-BGR-070,TANJUNGSARI,BOGOR,D-BGR-069,TANJUNGSARI,,BR,200,1400
D-TGR-040,SEPATAN,TANGERANG,,SEPATAN,,DU,10,60
D-TGR-040,SEPATAN,TANGERANG,,CURUG,,DU,5,35
D-TGR-036,SEPATAN,TANGERANG,D-TGR-034,SEPATAN,,BR,600,4200
D-TGR-036,SEPATAN,TANGERANG,,SEPATAN,,BR,400,2800
D-TGR-061,LEGOK,TANGERANG,D-TGR-059,CURUG,,BR,200,1400
D-TGR-061,LEGOK,TANGERANG,D-BGR-189,PARUNG PANJANG,,BR,50,350
D-TGR-061,LEGOK,TANGERANG,D-TGR-044,CIKUPA,,BR,100,700
D-TGR-218,LEGOK,TANGERANG,M-TGR-065,KARAWACI,,BR,500,3500
D-TGR-218,LEGOK,TANGERANG,D-TGR-059,CURUG,,BR,60,420
D-TGR-218,LEGOK,TANGERANG,,LEGOK,,BR,10,70
D-BGR-098,TAJURHALANG,BOGOR,D-BGR-003,PARUNG,,LA,6,6
D-BGR-098,TAJURHALANG,BOGOR,,TAJURHALANG,,BR,5,5
D-BGR-098,TAJURHALANG,BOGOR,,TAJURHALANG,,AK,10,10
D-BGR-098,TAJURHALANG,BOGOR,,TAJURHALANG,,BR,5,5
D-BGR-098,TAJURHALANG,BOGOR,,TAJURHALANG,,AK,10,10
D-TGR-038,SEPATAN,TANGERANG,M-JKB-034,CENGKARENG,,DU,200,1400
D-TGR-038,SEPATAN,TANGERANG,M-JKS-022,PASAR MINGGU,,DU,50,350
D-TGR-038,SEPATAN,TANGERANG,,JATI UWUNG,,DU,400,2800
D-TGR-212,SEPATAN,TANGERANG,M-JKS-022,PASAR MINGGU,,DU,500,500
D-TGR-212,SEPATAN,TANGERANG,M-JKB-034,CENGKARENG,,DU,400,2800
D-TGR-212,SEPATAN,TANGERANG,,PINANG,,DU,150,1050
D-TGR-212,SEPATAN,TANGERANG,,SEPATAN,,DU,500,500
D-TGR-212,SEPATAN,TANGERANG,,CIPONDOH,,DU,500,500
D-TGR-210,SEPATAN,TANGERANG,,SEPATAN,,LA,300,300
D-TGR-210,SEPATAN,TANGERANG,,PAKUHAJI,,LA,100,100
D-TGR-210,SEPATAN,TANGERANG,,JATI UWUNG,,LA,100,100
D-TGR-210,SEPATAN,TANGERANG,,PASARKEMIS,,LA,100,100
D-TGR-210,SEPATAN,TANGERANG,D-TGR-210,SEPATAN,,LA,38,38
D-BGR-058,CARIU,BOGOR,,CARIU,,BR,300,2100
D-BGR-079,SUKAMAKMUR,BOGOR,,BEJI,,AK,60,420
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,400,2800
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,AK,275,1925
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,AK,50,50
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,AK,75,75
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PENJARINGAN,,AK,100,100
D-TGR-205,KEMIRI,TANGERANG,,KEMIRI,,BR,10,70
D-TGR-205,KEMIRI,TANGERANG,,RAJEG,,BR,100,700
D-TGR-205,KEMIRI,TANGERANG,,MAUK,,BR,165,1155
D-TGR-205,KEMIRI,TANGERANG,,KEMIRI,,BR,85,595
D-TGR-067,KEMIRI,TANGERANG,,PERIUK,,AK,10,70
D-TGR-067,KEMIRI,TANGERANG,,PERIUK,,DU,15,105
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,100,700
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,AK,50,350
D-BKS-044,KEDUNGWARINGIN,BEKASI,D-BKS-005,CIKARANG UTARA,,BR,2500,17500
D-BKS-044,KEDUNGWARINGIN,BEKASI,,CIKARANG UTARA,,BR,1000,7000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PENJARINGAN,,AK,100,100
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PENJARINGAN,,AK,75,75
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,AK,50,50
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PENJARINGAN,,AK,600,600
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,AK,300,300
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,KELAPA GADING,,AK,500,500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,AK,500,500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,AK,500,500
D-TGR-056,KOSAMBI,TANGERANG,,KOSAMBI,,BR,300,2100
D-TGR-055,KOSAMBI,TANGERANG,,KOSAMBI,,BR,50,350
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,3000,21000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,2000,14000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,7000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,1000,7000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,KRAMAT JATI,,BR,1000,7000
D-BGR-006,KEMANG,BOGOR,,KEMANG,,BR,100,700
D-TGR-068,KEMIRI,TANGERANG,M-TGR-035,KARAWACI,,AK,5,35
D-TGR-068,KEMIRI,TANGERANG,M-TGR-035,KARAWACI,,DU,6,42
D-TGR-070,KEMIRI,TANGERANG,,SEPATAN,,AK,10,50
D-TGR-070,KEMIRI,TANGERANG,,SEPATAN,,DU,5,25
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,BEKASI BARAT,,BR,600,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,700,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,500,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1500,
D-TGR-217,MAUK,TANGERANG,D-TGR-034,SEPATAN,,BR,350,2450
D-TGR-217,MAUK,TANGERANG,,SUKADIRI,,BR,50,350
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CIKARANG PUSAT,,BR,200,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,100,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,100,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,400,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,300,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,200,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,600,
D-BKS-050,KEDUNGWARINGIN,BEKASI,D-BKS-005,CIKARANG UTARA,,BR,1500,10500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,500,500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,500,500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,1000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,500,500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-BKS-059,BEKASI TIMUR,,BR,500,500
D-BKS-052,KEDUNGWARINGIN,BEKASI,,KEDUNGWARINGIN,,LA,23,161
D-BKS-062,KARANGBAHAGIA,BEKASI,D-BKS-034,CIKARANG SELATAN,,BR,500,3500
D-BKS-062,KARANGBAHAGIA,BEKASI,D-BKS-005,CIKARANG UTARA,,BR,400,2800
D-BKS-062,KARANGBAHAGIA,BEKASI,,CIBITUNG,,BR,150,1050
D-BKS-062,KARANGBAHAGIA,BEKASI,,KEDUNGWARINGIN,,BR,150,1050
D-BGR-220,NANGGUNG,BOGOR,,NANGGUNG,,BR,5,35
D-BGR-206,CISEENG,BOGOR,,CISEENG,,BR,80,240
D-TGR-009,CIPUTAT,KOTA TANGERANG SELATAN,,CIPUTAT,,BR,3,21
D-TGR-009,CIPUTAT,KOTA TANGERANG SELATAN,,CIPUTAT,,AK,2,14
D-BGR-236,JONGGOL,BOGOR,,JONGGOL,,BR,370,2590
D-BGR-236,JONGGOL,BOGOR,,CIBARUSAH,,BR,60,420
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-JKS-036,KEBAYORAN LAMA,,LA,100,100
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-JKT-113,KRAMAT JATI,,LA,300,300
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-BKS-076,PONDOKGEDE,,LA,100,100
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,DUREN SAWIT,,LA,100,100
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,700,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,500,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,500,
D-BGR-052,JONGGOL,BOGOR,D-BGR-051,JONGGOL,,BR,225,1575
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-JKT-113,KRAMAT JATI,,LA,400,400
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,TEBET,,LA,300,300
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-BKS-076,PONDOKGEDE,,LA,100,100
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,LA,200,200
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,100,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,600,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,500,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,400,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,500,
M-JKT-066,MATRAMAN,JAKARTA TIMUR,M-JKU-024,KELAPA GADING,,BR,300,
M-JKT-066,MATRAMAN,JAKARTA TIMUR,,TEBET,,BR,600,
M-JKT-066,MATRAMAN,JAKARTA TIMUR,,MATRAMAN,,BR,200,
M-JKT-066,MATRAMAN,JAKARTA TIMUR,,MATRAMAN,,BR,500,
M-JKT-066,MATRAMAN,JAKARTA TIMUR,M-JKT-122,PULO GADUNG,,BR,500,
M-JKT-066,MATRAMAN,JAKARTA TIMUR,,MATRAMAN,,BR,200,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,CAKUNG,,BR,700,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,TAMBUN SELATAN,,BR,700,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,BEKASI BARAT,,BR,300,
M-JKT-087,CAKUNG,JAKARTA TIMUR,M-BKS-078,BEKASI UTARA,,BR,300,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,CAKUNG,,BR,1000,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,CAKUNG,,BR,800,
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,4800,4800
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-JKT-122,PULO GADUNG,,BR,1200,1200
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-JKT-113,KRAMAT JATI,,BR,200,200
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,KEMAYORAN,,BR,800,800
D-BGR-057,CARIU,BOGOR,M-DPK-015,BEJI,,AK,15,105
D-BGR-057,CARIU,BOGOR,M-DPK-015,BEJI,,DU,35,245
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,M-JKS-036,KEBAYORAN LAMA,,LA,300,300
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,KEBAYORAN LAMA,,LA,100,100
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,TEBET,,LA,400,400
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,LA,700,700
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,7000
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,700,4900
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,500,3500
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,300,2100
M-JKT-001,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,2200,15400
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,KELAPA GADING,,AK,450,3150
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,KRAMAT JATI,,AK,450,3150
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,200,1400
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CENGKARENG,,AK,175,1225
D-BKS-047,KEDUNGWARINGIN,BEKASI,,KEDUNGWARINGIN,,LA,12,84
M-JKT-087,CAKUNG,JAKARTA TIMUR,,CAKUNG,,BR,800,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,CAKUNG,,BR,400,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,BEKASI UTARA,,BR,400,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,BEKASI BARAT,,BR,400,
M-JKT-087,CAKUNG,JAKARTA TIMUR,M-BKS-022,BEKASI BARAT,,BR,300,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,BEKASI BARAT,,BR,300,
M-JKT-087,CAKUNG,JAKARTA TIMUR,,CAKUNG,,BR,600,
M-JKT-094,DUREN SAWIT,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,BR,800,
M-JKT-110,MAKASAR,JAKARTA TIMUR,,TEBET,,BR,300,300
M-JKT-110,MAKASAR,JAKARTA TIMUR,M-JKS-022,PASAR MINGGU,,BR,350,350
M-JKT-110,MAKASAR,JAKARTA TIMUR,M-JKT-093,JATINEGARA,,BR,200,200
M-JKT-110,MAKASAR,JAKARTA TIMUR,M-JKT-115,PASAR REBO,,BR,200,200
M-JKT-110,MAKASAR,JAKARTA TIMUR,M-JKT-113,KRAMAT JATI,,BR,200,200
M-JKT-111,MAKASAR,JAKARTA TIMUR,,KRAMAT JATI,,BR,1000,7000
M-JKT-111,MAKASAR,JAKARTA TIMUR,,MAKASAR,,BR,1000,7000
M-JKT-111,MAKASAR,JAKARTA TIMUR,,PASAR MINGGU,,BR,600,4200
M-JKT-106,MAKASAR,JAKARTA TIMUR,,KRAMAT JATI,,BR,700,4900
M-JKT-106,MAKASAR,JAKARTA TIMUR,,MAKASAR,,BR,600,4200
M-JKT-106,MAKASAR,JAKARTA TIMUR,,KRAMAT JATI,,BR,300,2100
M-JKT-106,MAKASAR,JAKARTA TIMUR,,MAKASAR,,BR,500,3500
M-JKT-106,MAKASAR,JAKARTA TIMUR,,PASAR MINGGU,,BR,200,1400
M-JKT-011,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,LA,100,700
M-JKT-011,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,LA,100,700
M-JKT-047,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,7000
M-JKT-047,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,1000,7000
M-JKT-047,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1500,10500
M-JKT-047,PULO GADUNG,JAKARTA TIMUR,,KRAMAT JATI,,BR,1000,7000
D-TGR-013,CIPUTAT,KOTA TANGERANG SELATAN,,CIPUTAT,,BR,300,2100
D-TGR-013,CIPUTAT,KOTA TANGERANG SELATAN,D-TGR-091,CIPUTAT,,BR,600,4200
M-JKT-094,DUREN SAWIT,JAKARTA TIMUR,D-BKS-022,TAMBUN SELATAN,,BR,400,
M-JKT-094,DUREN SAWIT,JAKARTA TIMUR,,BEKASI BARAT,,BR,200,
M-JKT-094,DUREN SAWIT,JAKARTA TIMUR,,DUREN SAWIT,,BR,100,
M-JKT-114,KRAMAT JATI,JAKARTA TIMUR,M-JKT-113,KRAMAT JATI,,BR,300,
M-JKT-114,KRAMAT JATI,JAKARTA TIMUR,,KRAMAT JATI,,BR,500,
M-JKT-114,KRAMAT JATI,JAKARTA TIMUR,,PONDOK MELATI,,BR,1000,
M-JKT-114,KRAMAT JATI,JAKARTA TIMUR,,KRAMAT JATI,,BR,100,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKU-029,TANJUNG PRIOK,,BR,100,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,TAMAN SARI,,BR,350,
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,,CIKARANG PUSAT,,BR,350,
